hr,codigo_linha,origem,destino,tipo,circular,codigo_cl
21:21,877T-10,METRÔ PARAÍSO,VL. ANASTÁCIO,,1,1381
21:21,8700-10,PÇA. RAMOS DE AZEVEDO,TERM. CAMPO LIMPO,,2,34645
21:21,1786-10,METRÔ SANTANA,VL. ALBERTINA,,2,33417
21:21,5036-10,TERM. SACOMÃ,JD. CELESTE,,1,1666
21:21,199D-10,TERM. PINHEIROS,CONEXÃO VL. IÓRIO,,1,2135
21:21,4052-10,METRÔ ITAQUERA,CPTM GUAIANASES,,1,2145
21:21,1741-10,METRÔ SANTANA,VL. DIONISIA,,1,539
21:21,2718-10,METRÔ PENHA,VL. SÍLVIA,,2,33699
21:21,6039-21,COHAB JD. SÃO BENTO,TERM. CAPELINHA,,1,2493
21:21,847P-42,VL. OLÍMPIA,BRASILÂNDIA,,1,1424
21:21,3742-10,METRÔ ITAQUERA,JD. LARANJEIRA,,1,1042
21:21,263J-10,CONJ. JOSÉ BONIFÁCIO,PENHA,,1,219
21:21,4030-10,SHOP. ARICANDUVA,FAZENDA DA JUTA,,1,1100
21:21,701H-10,CIRCULAR,HOSPITAL GUARAPIRANGA,,1,2558
21:21,3762-10,METRÔ TATUAPÉ,JD. IVA,,2,33821
21:21,178Y-10,METRÔ JD. SÃO PAULO,VL. AMÉLIA,,1,868
21:21,5370-10,LGO. SÃO FRANCISCO,TERM. VARGINHA,,1,1442
21:21,175P-10,ANA ROSA,METRÔ SANTANA,,2,33443
21:21,3098-10,SHOP. ARICANDUVA,JD. SÃO FRANCISCO,,1,1078
21:21,573A-10,VL. ALPINA,METRÔ BRESSER,,2,34405
21:21,3787-10,METRÔ ITAQUERA,CID. TIRADENTES,,2,34380
21:21,2025-10,SANTANA,VL. NOVA GALVÃO,,1,2267
21:21,364A-10,SHOP. ARICANDUVA,HOSP. IPIRANGA,,1,1246
21:21,3746-31,METRÔ BELÉM,JD. IMPERADOR,,2,34865
21:21,2012-10,SHOP.D,VL. MEDEIROS,,1,2281
21:21,1701-23,METRÔ SANTANA,JOVA RURAL,,2,35367
21:21,695X-10,METRÔ JABAQUARA,TERM. VARGINHA,,1,1441
21:21,4732-31,METRÔ SAÚDE,VL. LIVIERO,,1,2127
21:21,8215-10,PÇA. DO CORREIO,JD. PAULISTANO,,1,574
21:21,1017-10,CONEXÃO VL. IÓRIO,PERUS,,1,2141
21:21,374M-10,METRÔ ITAQUERA,CPTM ERMELINO MATARAZZO,,2,34733
21:21,807P-10,STO. AMARO,PARAISÓPOLIS,,1,2099
21:21,5010-10,STO. AMARO,JABAQUARA,,1,1114
21:21,8215-10,PÇA. DO CORREIO,JD. PAULISTANO,,2,33342
21:21,273G-10,METRÔ ARTUR ALVIM,JD. HELENA,,1,223
21:21,2710-31,TERM. A. E. CARVALHO,METRÔ PATRIARCA,,2,34422
21:21,971R-10,METRÔ SANTANA,CPTM JARAGUÁ,,2,33382
21:21,606Y-10,CHÁC. DO CONDE,EST. MENDES/VL. NATAL,,2,35357
21:21,3054-10,HOSP. SAPOPEMBA,JD. PALANQUE,,1,975
21:21,709G-10,ITAIM BIBI,TERM. GUARAPIRANGA,,2,34788
21:21,2765-10,METRÔ TATUAPÉ,VL. CISPER,,2,32913
21:21,8400-10,PÇA. RAMOS DE AZEVEDO,TERM. PIRITUBA,,1,1265
21:21,6837-10,TERM. CAPELINHA,SHOP. PORTAL,,1,6
21:21,9047-10,LAPA,JD. PAULISTANO,,1,883
21:21,1775-10,SHOP. CENTER NORTE,VL. ALBERTINA,,2,33406
21:21,756A-10,TERM. ÁGUA ESPRAIADA,JD. PAULO VI,,2,33561
21:21,5024-31,STO. AMARO,MISSIONÁRIA,,2,33891
21:21,647P-10,TERM. PINHEIROS,COHAB ADVENTISTA,,1,1316
21:21,702C-10,METRÔ BELÉM,JD. BONFIGLIOLI,,2,33253
21:21,5194-10,PQ. IBIRAPUERA,JD. APURÁ,,2,33037
21:21,6835-10,TERM. CAPELINHA,VALO VELHO,,2,32780
21:21,2290-10,TERM. PQ. D. PEDRO II,TERM. SÃO MATEUS,,2,33486
21:21,2721-10,METRÔ ITAQUERA,JD. NAZARÉ,,2,33702
21:21,576M-10,PINHEIROS,VL. CLARA,,2,33372
21:21,4029-10,TERM. VL PRUDENTE,SÃO MATEUS,,1,1099
21:21,2726-10,METRÔ PENHA,LIMOEIRO,,1,940
21:21,3746-10,METRÔ BELÉM,JD. IMPERADOR,,2,33051
21:21,3063-10,TERM. SÃO MATEUS,GUAIANASES,,1,253
21:21,8004-10,TERM. LAPA,HAB. TURÍSTICA,,2,34022
21:21,6012-10,JD. ÂNGELA,PQ. INDEPENDÊNCIA,,2,33972
21:21,609J-10,METRÔ SÃO JUDAS,AEROPORTO,,2,35010
21:21,778R-10,TERM. PRINC. ISABEL,COHAB RAPOSO TAVARES,,1,509
21:21,775F-10,HOSP. DAS CLÍNICAS,JD. DAS PALMAS,,1,796
21:21,8100-10,TERM. LAPA,TERM. PIRITUBA,,1,1262
21:21,311C-10,BOM RETIRO,PQ. SÃO LUCAS,,2,33077
21:21,857C-10,METRÔ CONCEIÇÃO,TERM. CAMPO LIMPO,,1,1901
21:21,2059-10,CPTM GUAIANASES,SÃO MIGUEL,,1,260
21:21,669A-10,TERM. PRINC. ISABEL,TERM. STO. AMARO,,2,32772
21:21,971A-10,SHOP. D,JD. PRIMAVERA,,1,658
21:21,5759-10,METRÔ CONCEIÇÃO,PQ. PRIMAVERA,,2,33906
21:21,6820-31,TERM. CAPELINHA,JD. DAS ROSAS,,2,34174
21:21,746H-10,STO. AMARO,JD. JAQUELINE,,1,785
21:21,4093-10,TERM. CID. TIRADENTES,CID. TIRADENTES,,1,2448
21:21,271P-10,PÇA DO CORREIO,CANGAÍBA,,2,33472
21:21,846M-10,TERM. PINHEIROS,VL. PIAUÍ,,1,422
21:21,5370-21,PQ. IBIRAPUERA,TERM. VARGINHA,,1,1551
21:21,5791-10,METRÔ VERGUEIRO,ELDORADO,,1,607
21:21,2105-10,LGO. DA CONCÓRDIA,JD. FILHOS DA TERRA,,1,2247
21:21,5106-21,TERM. ÁGUA ESPRAIADA,JD. SELMA,,1,1972
21:21,7051-10,TERM. CAMPO LIMPO,JD. ROSANA,,1,1885
21:21,8018-10,METRÔ MORUMBI,VL. SÔNIA,,2,34838
21:21,8050-10,LAPA,PQ. MORRO DOCE,,2,33180
21:21,7005-51,METRÔ CAPÃO REDONDO,JD. VERA CRUZ,,1,1999
21:21,8010-10,LAPA,PERUS,,1,798
21:21,6019-10,JD. ALFREDO,TERM. GUARAPIRANGA,,1,1490
21:21,7282-10,PÇA. RAMOS DE AZEVEDO,PQ. CONTINENTAL,,2,33239
21:21,314J-10,PÇA. ALMEIDA JR.,PQ. STA. MADALENA,,1,310
21:21,805L-10,ACLIMAÇÃO,TERM. PRINC. ISABEL,,2,32892
21:21,477U-10,METRÔ VL. MARIANA,HELIÓPOLIS,,2,33074
21:21,546J-31,STO. AMARO,JD. SELMA,,2,34783
21:21,3023-10,PQ. SÃO RAFAEL,SHOP. ARICANDUVA,,1,960
21:21,1178-31,PÇA. DO CORREIO,SÃO MIGUEL,,1,1812
21:21,1177-10,LUZ,TERM. A. E. CARVALHO,,2,32897
21:21,172U-10,MOOCA,CEM. PQ. DOS PINHEIROS,,2,33628
21:21,2202-10,CPTM GUAIANASES,JD. DAS OLIVEIRAS,,1,910
21:21,407G-10,METRÔ CARRÃO,JD. NOVA VITÓRIA,,1,2196
21:21,4717-10,METRÔ SAÚDE,JD. MARIA ESTELA,,1,335
21:21,4021-10,VL. CHUCA,METRÔ ITAQUERA,,2,35316
21:21,8549-10,PÇA. DO CORREIO,TAIPAS,,1,580
21:21,1026-10,CONEXÃO PETRÔNIO PORTELA,VL. IARA,,1,2306
21:21,3756-10,METRÔ ITAQUERA,BARRO BRANCO,,1,1050
21:21,121G-10,METRÔ TUCURUVI,PQ. NOVO MUNDO,,1,691
21:21,5021-10,TERM. SACOMÃ,ÁGUA FUNDA,,2,34435
21:21,1778-10,METRÔ SANTANA,JD. CABUÇU,,1,1789
21:21,9354-10,PÇA. DO CORREIO,TERM. CACHOEIRINHA,,1,708
21:21,172P-10,METRÔ BELÉM,VL. ZILDA,,2,33626
21:21,6017-10,JD. ÂNGELA,JD. NAKAMURA,,2,33974
21:21,1701-23,METRÔ SANTANA,JOVA RURAL,,1,2599
21:21,172K-10,METRÔ TATUAPÉ,JD. TREMEMBÉ,,1,857
21:21,3738-10,METRÔ ITAQUERA,COHAB JUSCELINO,,2,33806
21:21,4709-10,METRÔ VL. MARIANA,JD. SÃO SAVÉRIO,,1,333
21:21,1702-10,TIETÊ,JOVA RURAL,,2,33614
21:21,106A-10,ITAIM BIBI,METRÔ SANTANA,,2,33284
21:21,4037-10,CIRCULAR,TERM. VL. CARRÃO,,1,2588
21:21,4012-10,TERM. SÃO MATEUS,JD. IGUATEMI,,1,2185
21:21,1726-10,METRÔ SANTANA,CEM. PQ. DOS PINHEIROS,,1,1403
21:21,9002-10,TERM. CACHOEIRINHA,JD. PERY ALTO,,1,870
21:21,8030-10,TERM. VL. SÔNIA,PARAISÓPOLIS,,2,35330
21:21,8065-10,LAPA,HAB. TURÍSTICA,,1,421
21:21,7013-10,TERM. VL. SÔNIA,PQ. ARARIBA,,1,775
21:21,2722-10,METRÔ GUILHERMINA/ESPERANÇA,JD. VERONIA,,1,935
21:21,2756-10,METRÔ PATRIARCA,GUAIANASES,,2,33006
21:21,809H-10,LAPA,JD. BOA VISTA,,1,2245
21:21,807J-10,SHOP. MORUMBI,TERM. CAMPO LIMPO,,1,2058
21:21,2716-10,METRÔ PENHA,CHÁC. CRUZ. DO SUL,,2,33697
21:21,675R-10,METRÔ JABAQUARA,GRAJAÚ,,2,32877
21:21,4288-10,TERM. PQ. D. PEDRO II,PQ. STA. MADALENA,,2,33058
21:21,3539-10,METRÔ BRESSER,CID. TIRADENTES,,1,748
21:21,4017-10,VL. YOLANDA,METALÚRGICOS,,2,34958
21:21,938C-10,TERM. PRINC. ISABEL,COHAB TAIPAS,,2,33354
21:21,2127-10,LIBERDADE,PQ. EDU CHAVES,,2,33461
21:21,3098-10,SHOP. ARICANDUVA,JD. SÃO FRANCISCO,,2,33846
21:21,3112-10,METRÔ BELÉM,VL. INDUSTRIAL,,1,1080
21:21,2026-10,PQ. NOVO MUNDO,JAÇANÃ,,2,35037
21:21,2735-10,METRÔ PENHA,JD. KERALUX,,1,1921
21:21,8300-1,TERM. LAPA,TERM. PIRITUBA,,2,35275
21:21,6015-10,JD. ÂNGELA,VL. CALÚ,,2,33973
21:21,2079-10,CPTM ITAIM PAULISTA,JD. NÉLIA,,1,370
21:21,3459-23,ITAIM PAULISTA,METRÔ BRESSER,,1,404
21:21,5010-10,STO. AMARO,JABAQUARA,,2,33882
21:21,1034-10,CONEXÃO VL. IÓRIO,VL. IARA,,1,2452
21:21,3069-21,TERM. SÃO MATEUS,JD. ALTO ALEGRE,,1,2600
21:21,6052-10,TERM. VARGINHA,JD. SETE DE SETEMBRO,,1,1144
21:21,8000-10,PÇA. RAMOS DE AZEVEDO,TERM. LAPA,,1,1273
21:21,407P-10,METRÔ TATUAPÉ,TERM. CID. TIRADENTES,,1,2200
21:21,4020-10,JD. NOVO HORIZONTE,E. T. ITAQUERA,,1,2530
21:21,5015-10,METRÔ JABAQUARA,JD. SÃO JORGE,,1,1119
21:21,809J-10,METRÔ MORUMBI,JD. COLOMBO,,2,34834
21:21,273R-10,METRÔ ARTUR ALVIM,JD. ROBRU,,2,32994
21:21,3761-10,METRÔ CARRÃO,3A. DIVISÃO,,2,33819
21:21,5652-10,PÇA. DA SÉ,JD. IV CENTENÁRIO,,1,274
21:21,695D-10,METRÔ JABAQUARA,JD. STA. BARBARA,,2,32882
21:21,4024-10,E.T. ITAQUERA,COHAB FAZENDA DO CARMO,,2,34926
21:21,8062-10,LAPA,PQ. SÃO DOMINGOS,,2,33188
21:21,4003-10,E.T. ITAQUERA,INÁCIO MONTEIRO,,1,2159
21:21,233A-10,TERM. VL. CARRÃO,JD. HELENA,,2,33017
21:21,7004-10,EST. STO. AMARO/GUIDO CALOI,TERM. JD. JACIRA,,2,34760
21:21,6001-10,TERM. STO. AMARO,TERM. CAPELINHA,,2,32820
21:21,7059-10,TERM. CAMPO LIMPO,PQ. DO ENGENHO,,1,1924
21:21,3139-10,PÇA. JOÃO MENDES,JD. VL. FORMOSA,,2,33763
21:21,6820-10,TERM. CAPELINHA,JD. DAS ROSAS,,1,19
21:21,5123-10,HOSP. SÃO PAULO,JD. MIRIAM,,2,33893
21:21,6L07-10,TERM. VARGINHA,JD. STA. FÉ,,2,34313
21:21,6071-10,TERM. STO. AMARO,JD. ORION,,2,33924
21:21,,,,,,
21:21,7267-10,PÇA. RAMOS DE AZEVEDO,APIACÁS,,2,34195
21:21,3712-51,METRÔ ITAQUERA,VL. COSMOPOLITA,,2,35273
21:21,3728-41,PQ. NOVA SAVOY,METRÔ ARTUR ALVIM,,1,1988
21:21,272N-10,PQ. D. PEDRO II,PQ. NOVO MUNDO,,2,33473
21:21,6836-10,TERM. JOÃO DIAS,CAPÃO REDONDO,,2,32781
21:21,6062-51,TERM. STO. AMARO,JD. CASTRO ALVES,,2,34507
21:21,2725-10,JD. SÃO CARLOS,METRÔ ARTUR ALVIM,,1,939
21:21,4016-10,JD. RODOLFO PIRANI,TERM. SÃO MATEUS,,2,34957
21:21,9181-10,LAPA,VL. TEREZINHA,,2,33653
21:21,1764-10,METRÔ SANTANA,JD. CORISCO,,2,33393
21:21,7021-10,TERM. JOÃO DIAS,JD. MARACÁ,,2,34757
21:21,121G-10,METRÔ TUCURUVI,PQ. NOVO MUNDO,,2,33459
21:21,2011-10,METRÔ SANTANA,VL. SABRINA,,1,2136
21:21,7903-10,PÇA. RAMOS DE AZEVEDO,JD. JOÃO XXIII/EDUC.,,2,33280
21:21,9008-10,TERM. CACHOEIRINHA,PQ. DE TAIPAS,,2,33643
21:21,606Y-10,CHÁC. DO CONDE,EST. MENDES/VL. NATAL,,1,2589
21:21,695D-10,METRÔ JABAQUARA,JD. STA. BARBARA,,1,114
21:21,4312-10,TERM. PQ. D. PEDRO II,JD. MARÍLIA,,2,34940
21:21,6913-21,ITAIM BIBI,TERM. VARGINHA,,1,1549
21:21,7001-10,JD. ÂNGELA,VL. GILDA,,2,34490
21:21,1738-10,METRÔ SANTANA,VL. CONSTANÇA,,2,33440
21:21,7053-22,TERM. CAMPO LIMPO,JD. MARIA SAMPAIO,,2,34664
21:21,8055-51,METRÔ BARRA FUNDA,PERUS,,2,33185
21:21,5105-10,TERM. MERCADO,TERM. SACOMÃ,,2,34419
21:21,8075-21,TERM. VL. SÔNIA,TERM. CAMPO LIMPO,,1,2537
21:21,407N-10,METRÔ PENHA,TERM. CID. TIRADENTES,,2,34937
21:21,3004-10,CPTM VL. MARA/ITAIM,JD. SÃO MARTINHO,,1,1798
21:21,273N-10,METRÔ VL. MATILDE,CID. KEMEL II,,1,390
21:21,407L-10,METRÔ GUILHERMINA/ESPERANÇA,BARRO BRANCO,,1,2199
21:21,5759-31,METRÔ CONCEIÇÃO,PQ. PRIMAVERA,,1,1139
21:21,,,,,,
21:21,5035-10,TERM. SACOMÃ,VL. ARAPUÁ,,1,1668
21:21,6063-41,TERM. VARGINHA,JD. NOVO MARILDA,,2,34541
21:21,6805-10,TERM. JOÃO DIAS,TERM. CAPELINHA,,1,31
21:21,4112-10,PÇA. DA REPÚBLICA,STA. MARGARIDA MARIA,,1,767
21:21,273J-10,METRÔ PENHA,JD. ROMANO,,1,389
21:21,8542-21,TERM. LAPA,BRASILÂNDIA,,1,1361
21:21,8008-10,TERM. PIRITUBA,HAB. TURÍSTICA,,1,1258
21:21,3736-10,METRÔ ARTUR ALVIM,JD. NSA. SRA. DO CARMO,,2,33804
21:21,875A-10,PERDIZES,AEROPORTO,,1,609
21:21,6044-10,TERM. STO. AMARO,JD. D. JOSÉ,,2,33989
21:21,2766-10,METRÔ ITAQUERA,JD. CAMARGO VELHO,,2,33173
21:21,626A-10,MAR PAULISTA,CANTINHO DO CÉU,,2,35364
21:21,8029-10,TERM. MORUMBI,SHOP. PORTAL,,1,2540
21:21,3745-10,METRÔ TATUAPÉ,JD. IMPERADOR,,2,33812
21:21,8194-10,TERM. CACHOEIRINHA,PERUS,,2,33573
21:21,8622-10,PÇA. RAMOS DE AZEVEDO,MORRO DOCE,,2,33206
21:21,8686-10,LGO. DO PAISSANDÚ,MANGALOT,,1,446
21:21,5701-10,TERM. ÁGUA ESPRAIADA,METRÔ CONCEIÇÃO,,2,33904
21:21,2059-10,CPTM GUAIANASES,SÃO MIGUEL,,2,33028
21:21,8605-10,TERM. BANDEIRA,TERM. CAMPO LIMPO,,1,1917
21:21,106A-10,ITAIM BIBI,METRÔ SANTANA,,1,516
21:21,3686-10,TERM. PQ. D. PEDRO II,JD. SÃO PAULO,,2,32934
21:21,648P-10,TERM. PINHEIROS,TERM. CAPELINHA,,1,66
21:21,178L-10,HOSP. DAS CLÍNICAS,LAUZANE PAULISTA,,1,560
21:21,4726-10,METRÔ TATUAPÉ,MOOCA,,2,34448
21:21,5015-10,METRÔ JABAQUARA,JD. SÃO JORGE,,2,33887
21:21,373L-10,METRÔ ITAQUERA,JD. LIMOEIRO,,2,33795
21:21,372U-10,METRÔ TATUAPÉ,VL. STA. ISABEL,,2,33784
21:21,675L-10,METRÔ STA. CRUZ,TERM. STO. AMARO,,2,34246
21:21,6062-51,TERM. STO. AMARO,JD. CASTRO ALVES,,1,1739
21:21,6970-10,TERM. STO. AMARO,TERM. GRAJAÚ,,1,1505
21:21,2716-10,METRÔ PENHA,CHÁC. CRUZ. DO SUL,,1,929
21:21,2551-10,TERM. PQ. D. PEDRO II,TERM. A. E. CARVALHO,,2,32909
21:21,3027-10,SHOP. ARICANDUVA,CPTM GUAIANASES,,2,33731
21:21,6960-21,E.T. VITOR MANZINI,TERM. VARGINHA,,1,1810
21:21,8047-41,METRÔ VL. MADALENA,JARAGUÁ,,2,33178
21:21,574W-10,METRÔ BELÉM,JD. WALKIRIA,,1,1629
21:21,809N-10,LAPA,VL. DALVA,,1,2244
21:21,6824-10,TERM. CAPELINHA,PQ. FERNANDA,,2,32791
21:21,746V-10,HOSP. CAMPO LIMPO,JD. REBOUÇAS,,2,33560
21:21,6812-10,JD. ANGELA,JD. CAPELA,,1,1242
21:21,211L-10,LAPA,MANDAQUI,,2,35033
21:21,847P-42,VL. OLÍMPIA,BRASILÂNDIA,,2,34192
21:21,1772-10,METRÔ TUCURUVI,JD. FILHOS DA TERRA,,1,635
21:21,6110-10,AEROPORTO,CONJ. HAB. PALMARES,,2,33952
21:21,626A-10,MAR PAULISTA,CANTINHO DO CÉU,,1,2596
21:21,274P-10,METRÔ VL. MARIANA,PENHA,,1,232
21:21,7004-10,EST. STO. AMARO/GUIDO CALOI,TERM. JD. JACIRA,,1,1992
21:21,3725-10,VL. DALILA,METRÔ VL. MATILDE,,2,33790
21:21,5032-10,TERM. SACOMÃ,VL. ARAPUÁ,,1,1662
21:21,5106-31,METRÔ ANA ROSA,JD. UBIRAJARA,,1,1305
21:21,746R-10,STO. AMARO,REAL PQ.,,1,790
21:21,971C-10,METRÔ SANTANA,COHAB BRASILÂNDIA,,1,571
21:21,3796-10,METRÔ ITAQUERA,GLEBA DO PESSEGO,,2,33842
21:21,4742-10,METRÔ SÃO JUDAS,JD. CLÍMAX,,2,33110
21:21,8200-10,TERM. LAPA,TERM. PIRITUBA,,1,1263
21:21,407E-10,METRÔ CARRÃO,JD. SÃO FRANCISCO (VIA JD. STO. ANDRÉ),,2,34983
21:21,177Y-10,PINHEIROS,METRÔ BARRA FUNDA,,2,33635
21:21,4313-10,TERM. PQ. D. PEDRO II,TERM. CID. TIRADENTES,,1,2173
21:21,6063-43,TERM. VARGINHA,VL. DA PAZ,,2,35248
21:21,1778-10,METRÔ SANTANA,JD. CABUÇU,,2,34557
21:21,3735-41,JD. SÃO JOSÉ,METRÔ ARTUR ALVIM,,2,34688
21:21,3762-10,METRÔ TATUAPÉ,JD. IVA,,1,1053
21:21,2058-10,CPTM GUAIANASES,TERM. SÃO MIGUEL,,2,33027
21:21,2583-10,TERM. ARICANDUVA,VL. CURUÇÁ,,2,33143
21:21,N534-11,VL. ARAPUÁ,TERM. SACOMÃ,,1,2386
21:21,6825-10,TERM. CAPELINHA,VALO VELHO,,1,14
21:21,8013-10,LAPA,TERM. JD. BRITANIA,,2,33568
21:21,5614-10,PÇA. JOÃO MENDES,ELDORADO,,1,1515
21:21,2076-10,TERM. PENHA,JD. DAS OLIVEIRAS,,1,368
21:21,675A-10,METRÔ SÃO JUDAS,PQ. STO. ANTONIO,,2,34086
21:21,3019-10,VL. PAULISTA I,TERM. CID. TIRADENTES,,2,33725
21:21,1760-10,SHOP. CENTER NORTE,COHAB ANTÁRTICA,,1,557
21:21,574C-10,DIV. DE SÃO CAETANO,SÃO MATEUS,,1,1639
21:21,2161-10,PÇA. DO CORREIO,PQ. EDU CHAVES,,1,694
21:21,5614-10,PÇA. JOÃO MENDES,ELDORADO,,2,34283
21:21,4014-10,TERM. VL. CARRÃO,JD. VL. CARRÃO,,2,34955
21:21,9012-10,TERM. LAPA,ITABERABA,,2,34036
21:21,5178-10,PÇA. JOÃO MENDES,JD. MIRIAM,,1,595
21:21,8002-10,TERM. LAPA,TERM. PIRITUBA,,1,1252
21:21,875H-10,METRÔ VL. MARIANA,TERM. LAPA,,1,1340
21:21,3024-10,TERM. VL PRUDENTE,VL. INDUSTRIAL,,1,277
21:21,1036-10,CONEXÃO VL. IÓRIO,COHAB BRASILÂNDIA,,1,2453
21:21,607M-10,TERM. ÁGUA ESPRAIADA,TERM. GRAJAÚ,,1,2036
21:21,8542-21,TERM. LAPA,BRASILÂNDIA,,2,34129
21:21,2720-10,METRÔ GUILHERMINA/ESPERANÇA,JD. BELÉM,,2,33701
21:21,3751-10,METRÔ ITAQUERA,COHAB PRESTES MAIA,,2,33815
21:21,771P-10,TERM. PINHEIROS,JD. JOÃO XXIII,,1,506
21:21,3763-10,METRÔ TATUAPÉ,TERM. VL. CARRÃO,,2,33822
21:21,3789-10,METRÔ ITAQUERA,CID. TIRADENTES,,1,1067
21:21,5611-10,PÇA. JOÃO MENDES,ELDORADO,,1,598
21:21,6120-10,TERM. GRAJAÚ,JD. LUCÉLIA,,2,33957
21:21,7060-10,TERM. CAMPO LIMPO,VALO VELHO,,1,1889
21:21,6291-10,TERM. BANDEIRA,INOCOOP CAMPO LIMPO,,1,358
21:21,5759-10,METRÔ CONCEIÇÃO,PQ. PRIMAVERA,,1,1138
21:21,2088-10,TERM. A. E. CARVALHO,CONJ. ENCOSTA NORTE,,1,372
21:21,1206-10,CORREIO,PQ. VL. MARIA,,2,33610
21:21,2709-10,VL. UNIÃO,METRÔ PATRIARCA,,1,922
21:21,573H-10,METRÔ BRESSER,HOSP. SAPOPEMBA,,1,1630
21:21,8017-10,TERM. PIRITUBA,CPTM VL. AURORA,,1,1261
21:21,6071-10,TERM. STO. AMARO,JD. ORION,,1,1156
21:21,373T-10,METRÔ BRESSER,JD. ITÁPOLIS,,1,1091
21:21,6L01-10,TERM. VARGINHA,MARSILAC,,1,1171
21:21,6028-10,TERM. STO. AMARO,RIVIERA,,2,33979
21:21,372F-10,METRÔ BRESSER,UNIV. SÃO JUDAS TADEU,,2,33783
21:21,6036-10,TERM. CAPELINHA,JD. MACEDÔNIA,,2,33982
21:21,9301-10,PÇA. DO CORREIO,TERM. CASA VERDE,,2,33226
21:21,7006-51,METRÔ CAPÃO REDONDO,JD. HORIZONTE AZUL,,1,1997
21:21,1012-10,JD. MONTE BELO,TERM. JD. BRITANIA,,2,35254
21:21,736G-10,SHOP. MORUMBI,JD. INGÁ,,1,780
21:21,407H-10,METRÔ ITAQUERA,JD. SÃO FRANCISCO,,2,34965
21:21,8700-10,PÇA. RAMOS DE AZEVEDO,TERM. CAMPO LIMPO,,1,1877
21:21,3791-10,METRÔ ARTUR ALVIM,SHOP. ARICANDUVA,,2,33837
21:21,702U-10,TERM. PQ. D. PEDRO II,CID. UNIVERSITÁRIA,,1,1330
21:21,9191-10,BOM RETIRO,JD. ELISA MARIA,,1,810
21:21,7545-10,PÇA. RAMOS DE AZEVEDO,JD. JOÃO XXIII,,2,33272
21:21,3737-10,METRÔ GUILHERMINA/ESPERANÇA,SHOP. ARICANDUVA,,2,33805
21:21,3027-10,SHOP. ARICANDUVA,CPTM GUAIANASES,,1,963
21:21,6821-10,TERM. CAPELINHA,JD. JANGADEIRO,,2,32789
21:21,5143-10,TERM. PQ. D. PEDRO II,TERM. SAPOPEMBA,,2,34396
21:21,1785-10,METRÔ SANTANA,VL. AURORA,,2,34584
21:21,514T-10,CONJ. HAB. TEOTÔNIO VILELA,TERM. SACOMÃ,,1,1671
21:21,425E-10,JD. ESTER,TERM. SAPOPEMBA,,1,1636
21:21,9701-10,METRÔ BARRA FUNDA,CEM. CACHOEIRINHA,,1,569
21:21,5034-10,TERM. SACOMÃ,VL. LIVIERO,,1,1663
21:21,2523-10,TERM. A. E. CARVALHO,VL. PROGRESSO,,1,250
21:21,701U-10,CID. UNIVERSITÁRIA,METRÔ SANTANA,,1,657
21:21,3029-10,METRÔ TATUAPÉ,JD. DAS ROSAS,,1,966
21:21,675X-10,AACD-SERVIDOR,TERM. GRAJAÚ,,2,32879
21:21,9047-10,LAPA,JD. PAULISTANO,,2,33651
21:21,2033-10,SHOP. D,VL. SABRINA,,2,35267
21:21,5194-10,PQ. IBIRAPUERA,JD. APURÁ,,1,269
21:21,1757-10,METRÔ SANTANA,CONJ. DOS BANCÁRIOS,,1,548
21:21,4027-41,SÃO MATEUS,MORRO DO CRUZEIRO,,1,2309
21:21,6003-21,EST. MENDES/VL. NATAL,TERM. VARGINHA,,1,2576
21:21,8017-10,TERM. PIRITUBA,CPTM VL. AURORA,,2,34029
21:21,2014-10,METRÔ BARRA FUNDA,JD. PERY ALTO,,1,900
21:21,6115-10,TERM. GRAJAÚ,CANTINHO DO CÉU,,2,33953
21:21,4315-10,TERM. PQ. D. PEDRO II,TERM. VL. CARRÃO,,1,2175
21:21,6358-10,TERM. BANDEIRA,JD. LUSO,,1,1294
21:21,7725-10,TERM. LAPA,RIO PEQUENO,,2,33240
21:21,3064-10,CPTM GUAIANASES,CID. TIRADENTES,,2,33748
21:21,3002-10,SÃO MIGUEL,JD. MABEL,,2,34576
21:21,6960-10,TERM. STO. AMARO,TERM. VARGINHA,,2,34211
21:21,403A-10,TERM. PENHA,CPTM JOSÉ BONIFÁCIO,,2,34960
21:21,3734-10,METRÔ ARTUR ALVIM,CID. LIDER,,1,1034
21:21,627M-10,TERM. STO. AMARO,MAR PAULISTA,,2,35365
21:21,9018-10,TERM. PIRITUBA,VL. MIRANTE,,1,1271
21:21,4001-10,TERM. VL. CARRÃO,ITAQUERA,,2,34944
21:21,4315-10,TERM. PQ. D. PEDRO II,TERM. VL. CARRÃO,,2,34943
21:21,1705-10,METRÔ TUCURUVI,JD. SÃO JOÃO,,1,849
21:21,2582-10,TERM. PQ. D. PEDRO II,VL. NOVA CURUÇÁ,,1,374
21:21,4024-10,E.T. ITAQUERA,COHAB FAZENDA DO CARMO,,1,2158
21:21,6118-10,TERM. STO. AMARO,JD. ICARAÍ,,1,1188
21:21,4003-10,E.T. ITAQUERA,INÁCIO MONTEIRO,,2,34927
21:21,6048-10,STO. AMARO,CAPÃO REDONDO,,2,32824
21:21,6012-31,JD. ÂNGELA,PQ. INDEPENDÊNCIA,,2,34544
21:21,3051-10,TERM. A. E. CARVALHO,ERMELINO MATARAZZO,,1,2446
